,dummy_sr_number,dummy_sysid,sr_open_date,count
5191,sr4677,sys875,2017-09-02,5
5192,sr4689,sys1975,2021-08-20,5
5193,sr4678,sys1737,2020-05-10,5
5194,sr4679,sys1607,2017-05-18,5
5195,sr4680,sys1594,2018-07-20,5
5196,sr4681,sys1794,2018-06-25,5
5197,sr4682,sys1584,2020-07-20,5
5198,sr4683,sys1300,2020-05-09,5
5199,sr4684,sys1868,2021-01-22,5
5200,sr4685,sys1443,2021-04-13,5
5201,sr4686,sys1731,2021-02-02,5
5202,sr4687,sys888,2021-05-20,5
5203,sr4688,sys2472,2018-02-26,5
5204,sr4717,sys771,2021-02-22,5
5205,sr4719,sys1922,2017-08-21,5
5206,sr4773,sys909,2018-05-07,5
5207,sr4760,sys1812,2020-02-12,5
5208,sr4749,sys1894,2019-05-12,5
5209,sr4750,sys888,2019-09-01,5
5210,sr4751,sys706,2021-04-26,5
5211,sr4752,sys2225,2020-01-10,5
5212,sr4753,sys1886,2021-06-04,5
5213,sr4754,sys2458,2017-12-21,5
5214,sr4755,sys2510,2018-07-24,5
5215,sr4756,sys891,2019-09-12,5
5216,sr5262,sys1471,2020-11-19,5
5217,sr4758,sys1699,2017-07-08,5
5218,sr4759,sys1448,2019-12-15,5
5219,sr4761,sys1848,2021-10-08,5
5220,sr4747,sys1768,2020-05-11,5
5221,sr4762,sys1795,2019-09-09,5
5222,sr4763,sys807,2017-12-09,5
5223,sr4764,sys2122,2017-12-20,5
5224,sr4765,sys1498,2018-02-21,5
5225,sr4766,sys1459,2019-03-07,5
5226,sr4767,sys1800,2021-02-17,5
5227,sr4768,sys1936,2020-01-13,5
5228,sr4769,sys1968,2019-07-24,5
5229,sr4770,sys1829,2018-09-05,5
5230,sr4771,sys1570,2019-11-20,5
5231,sr4772,sys1763,2016-04-05,5
5232,sr4748,sys1766,2018-02-15,5
5233,sr4746,sys2134,2019-10-06,5
5234,sr4720,sys1623,2019-04-03,5
5235,sr4732,sys1022,2019-04-06,5
5236,sr4721,sys1154,2017-09-19,5
5237,sr4722,sys2134,2019-07-06,5
5238,sr4723,sys1510,2017-08-02,5
5239,sr4724,sys1409,2017-03-24,5
5240,sr4725,sys972,2017-01-07,5
5241,sr4726,sys1746,2019-05-20,5
5242,sr4727,sys1534,2020-02-17,5
5243,sr4728,sys1924,2018-10-04,5
5244,sr4729,sys2140,2018-02-04,5
5245,sr4730,sys850,2021-02-23,5
5246,sr4731,sys1667,2020-11-27,5
5247,sr4733,sys706,2015-07-10,5
5248,sr4745,sys1341,2018-04-20,5
5249,sr4734,sys1529,2021-05-31,5
5250,sr4735,sys2042,2019-05-03,5
5251,sr4736,sys2160,2018-11-16,5
5252,sr4737,sys1092,2017-10-05,5
5253,sr4738,sys663,2020-03-11,5
5254,sr4739,sys1727,2021-03-25,5
5255,sr4740,sys1023,2020-10-09,5
5256,sr4741,sys1838,2020-08-18,5
5257,sr4742,sys453,2020-04-12,5
5258,sr4743,sys1305,2019-03-26,5
5259,sr4744,sys1901,2021-05-05,5
5260,sr5261,sys2086,2016-08-03,5
5261,sr5119,sys1815,2020-06-09,5
5262,sr5263,sys807,2019-03-04,5
5263,sr5869,sys1538,2017-01-16,5
5264,sr5857,sys1990,2018-05-10,5
5265,sr5858,sys2152,2021-08-26,5
5266,sr5859,sys1001,2017-07-24,5
5267,sr5860,sys1794,2020-09-29,5
5268,sr5861,sys1564,2020-08-07,5
5269,sr5862,sys1785,2021-03-09,5
5270,sr5863,sys1562,2021-12-08,5
5271,sr5864,sys1719,2020-10-12,5
5272,sr5865,sys2106,2017-10-24,5
5273,sr5866,sys1311,2019-03-07,5
5274,sr5867,sys623,2019-04-01,5
5275,sr5868,sys1380,2017-04-04,5
5276,sr5870,sys1770,2019-04-11,5
5277,sr5710,sys1539,2018-01-03,5
5278,sr5871,sys2304,2021-02-09,5
5279,sr5872,sys1645,2019-09-27,5
5280,sr5873,sys2424,2017-07-20,5
5281,sr5874,sys742,2019-02-18,5
5282,sr5875,sys1868,2018-10-10,5
5283,sr5876,sys2010,2021-07-01,5
5284,sr5877,sys1570,2020-11-27,5
5285,sr5878,sys2320,2019-10-14,5
5286,sr5879,sys977,2019-06-14,5
5287,sr5880,sys1996,2019-05-23,5
5288,sr5881,sys742,2017-09-08,5
5289,sr5882,sys643,2020-06-29,5
5290,sr5856,sys641,2020-12-28,5
5291,sr5855,sys1883,2020-06-29,5
5292,sr5854,sys1910,2018-01-31,5
5293,sr5853,sys757,2018-06-22,5
5294,sr5828,sys1659,2019-04-12,5
5295,sr5829,sys1701,2020-09-12,5
5296,sr5830,sys1927,2018-05-01,5
5297,sr5831,sys719,2018-06-08,5
5298,sr5832,sys2324,2020-04-28,5
5299,sr5833,sys2320,2017-09-04,5
5300,sr5834,sys1798,2020-03-11,5
5301,sr5835,sys2421,2018-07-06,5
5302,sr5836,sys1447,2021-06-04,5
5303,sr5837,sys1508,2019-06-13,5
5304,sr5838,sys2167,2020-11-28,5
5305,sr5839,sys1728,2017-11-30,5
5306,sr5840,sys1676,2017-07-31,5
5307,sr5841,sys680,2019-07-16,5
5308,sr5842,sys2029,2017-10-23,5
5309,sr5843,sys1100,2020-08-17,5
5310,sr5844,sys1945,2017-06-25,5
5311,sr5845,sys1977,2020-03-04,5
5312,sr5846,sys1516,2020-10-07,5
5313,sr5847,sys1736,2019-10-29,5
5314,sr5848,sys1695,2021-08-06,5
5315,sr5849,sys1876,2019-10-29,5
5316,sr5850,sys2162,2018-09-18,5
5317,sr5851,sys2444,2018-03-28,5
5318,sr5852,sys1458,2017-08-05,5
5319,sr5883,sys2230,2018-04-12,5
5320,sr5884,sys1485,2018-09-24,5
5321,sr5885,sys969,2017-12-04,5
5322,sr5914,sys1955,2019-08-23,5
5323,sr5916,sys1261,2020-10-14,5
5324,sr5917,sys663,2019-12-17,5
5325,sr5918,sys1922,2017-08-15,5
5326,sr5919,sys2470,2020-06-18,5
5327,sr5920,sys1531,2020-05-22,5
5328,sr5921,sys1664,2020-08-25,5
5329,sr5922,sys1701,2017-01-24,5
5330,sr5923,sys2282,2020-05-21,5
5331,sr5924,sys896,2017-04-27,5
5332,sr5925,sys1800,2017-04-12,5
5333,sr5926,sys1486,2020-04-27,5
5334,sr5927,sys797,2018-08-11,5
5335,sr5928,sys1664,2017-03-15,5
5336,sr5929,sys858,2020-04-03,5
5337,sr5930,sys1174,2019-02-01,5
5338,sr5931,sys686,2018-10-30,5
5339,sr5932,sys1623,2018-05-22,5
5340,sr5933,sys1563,2021-03-26,5
5341,sr5934,sys1872,2012-02-09,5
5342,sr5935,sys1760,2019-01-28,5
5343,sr5936,sys1594,2020-10-02,5
5344,sr5937,sys1552,2017-10-24,5
5345,sr5938,sys1227,2020-06-26,5
5346,sr5939,sys1929,2017-12-04,5
5347,sr5940,sys1530,2018-02-06,5
5348,sr5915,sys2221,2016-09-12,5
5349,sr5913,sys2257,2019-06-09,5
5350,sr5886,sys1876,2018-08-06,5
5351,sr5912,sys1957,2016-11-23,5
5352,sr5887,sys2197,2020-02-16,5
5353,sr5888,sys716,2019-08-02,5
5354,sr5889,sys1827,2017-10-30,5
5355,sr5890,sys1745,2019-07-10,5
5356,sr5891,sys909,2017-04-28,5
5357,sr5892,sys1624,2021-08-04,5
5358,sr5893,sys1999,2016-11-17,5
5359,sr5894,sys1661,2019-12-22,5
5360,sr5895,sys1570,2021-04-17,5
5361,sr5896,sys1820,2021-06-24,5
5362,sr5897,sys1644,2019-03-13,5
5363,sr5898,sys1852,2017-04-21,5
5364,sr5899,sys1706,2019-04-01,5
5365,sr5900,sys924,2018-12-06,5
5366,sr5901,sys643,2021-03-23,5
5367,sr5902,sys1741,2017-10-01,5
5368,sr5903,sys1837,2018-03-21,5
5369,sr5904,sys1862,2020-06-11,5
5370,sr5905,sys2256,2020-10-13,5
5371,sr5906,sys719,2018-01-10,5
5372,sr5907,sys1599,2017-08-11,5
5373,sr5908,sys1561,2019-06-03,5
5374,sr5909,sys2066,2021-03-18,5
5375,sr5910,sys1832,2021-05-19,5
5376,sr5911,sys1334,2019-11-03,5
5377,sr5827,sys1380,2018-07-25,5
5378,sr5826,sys1393,2015-09-21,5
5379,sr5825,sys1607,2013-02-25,5
5380,sr5739,sys1999,2020-10-09,5
5381,sr5741,sys1566,2019-02-20,5
5382,sr5742,sys735,2020-07-23,5
5383,sr5743,sys1022,2021-01-21,5
5384,sr5744,sys1522,2019-02-12,5
5385,sr5745,sys2032,2018-09-19,5
5386,sr5746,sys1598,2021-09-17,5
5387,sr5747,sys1341,2019-07-01,5
5388,sr5748,sys1640,2018-02-27,5
5389,sr5749,sys462,2018-11-06,5
5390,sr5750,sys1203,2016-11-18,5
5391,sr5751,sys1889,2015-06-25,5
5392,sr5752,sys1814,2020-11-18,5
5393,sr5753,sys2046,2017-10-05,5
5394,sr5754,sys2032,2017-11-15,5
5395,sr5755,sys1549,2020-06-18,5
5396,sr5756,sys695,2019-10-23,5
5397,sr5757,sys2408,2017-09-18,5
5398,sr5758,sys1503,2021-03-26,5
5399,sr5759,sys1808,2018-08-05,5
5400,sr5760,sys1519,2019-01-24,5
5401,sr5761,sys1551,2020-04-08,5
5402,sr5762,sys1418,2018-05-30,5
5403,sr5763,sys1001,2017-11-21,5
5404,sr5764,sys2079,2017-06-09,5
5405,sr5765,sys1573,2019-03-29,5
5406,sr5740,sys969,2020-03-04,5
5407,sr5738,sys643,2017-12-19,5
5408,sr5767,sys2414,2017-03-21,5
5409,sr5737,sys909,2017-03-31,5
5410,sr5712,sys735,2019-02-20,5
5411,sr5713,sys1795,2019-03-18,5
5412,sr5714,sys1552,2021-06-05,5
5413,sr5715,sys1767,2016-10-11,5
5414,sr5716,sys1297,2018-04-27,5
5415,sr5717,sys1747,2018-07-17,5
5416,sr5718,sys1261,2017-11-09,5
5417,sr5719,sys2221,2017-10-11,5
5418,sr5720,sys1643,2017-06-19,5
5419,sr5721,sys1554,2018-09-11,5
5420,sr5722,sys2040,2017-06-16,5
5421,sr5723,sys619,2017-10-07,5
5422,sr5724,sys1883,2020-03-30,5
5423,sr5725,sys1939,2018-05-03,5
5424,sr5726,sys1243,2020-08-07,5
5425,sr5727,sys2230,2019-01-15,5
5426,sr5728,sys1614,2018-06-04,5
5427,sr5729,sys1757,2020-04-02,5
5428,sr5730,sys1950,2019-08-18,5
5429,sr5731,sys2037,2018-05-09,5
5430,sr5732,sys1872,2017-07-02,5
5431,sr5733,sys2209,2016-06-18,5
5432,sr5734,sys1599,2014-11-14,5
5433,sr5735,sys807,2016-12-15,5
5434,sr5736,sys1859,2021-07-06,5
5435,sr5766,sys1539,2019-07-10,5
5436,sr5768,sys1563,2020-10-13,5
5437,sr5824,sys2111,2019-09-12,5
5438,sr5797,sys1576,2018-10-19,5
5439,sr5799,sys2141,2021-05-13,5
5440,sr5800,sys1880,2020-04-24,5
5441,sr5801,sys1171,2019-08-16,5
5442,sr5802,sys1396,2019-11-17,5
5443,sr5803,sys1884,2019-06-05,5
5444,sr5804,sys2263,2020-10-11,5
5445,sr5805,sys1612,2019-09-09,5
5446,sr5806,sys1087,2018-06-03,5
5447,sr5807,sys807,2020-01-13,5
5448,sr5808,sys1800,2018-04-13,5
5449,sr5809,sys981,2020-01-24,5
5450,sr5810,sys2100,2017-12-01,5
5451,sr5811,sys1727,2019-02-28,5
5452,sr5812,sys1594,2020-02-10,5
5453,sr5813,sys1849,2017-06-26,5
5454,sr5814,sys1345,2020-08-05,5
5455,sr5815,sys605,2019-03-27,5
5456,sr5816,sys641,2020-02-27,5
5457,sr5817,sys1475,2021-09-16,5
5458,sr5818,sys1959,2019-01-28,5
5459,sr5819,sys1594,2017-11-13,5
5460,sr5820,sys1800,2018-05-04,5
5461,sr5821,sys1599,2019-12-09,5
5462,sr5822,sys1522,2018-10-19,5
5463,sr5823,sys2069,2016-12-10,5
5464,sr5798,sys2118,2019-11-19,5
5465,sr5796,sys1814,2015-10-08,5
5466,sr5769,sys1916,2017-05-30,5
5467,sr5795,sys2344,2016-11-22,5
5468,sr5770,sys1837,2018-03-12,5
5469,sr5771,sys979,2019-01-07,5
5470,sr5772,sys1932,2018-08-10,5
5471,sr5773,sys1912,2018-12-09,5
5472,sr5774,sys2024,2018-10-10,5
5473,sr5775,sys1693,2020-05-21,5
5474,sr5776,sys1513,2018-01-24,5
5475,sr5777,sys1972,2019-10-17,5
5476,sr5778,sys1696,2020-11-26,5
5477,sr5779,sys920,2017-09-11,5
5478,sr5780,sys1345,2018-11-05,5
5479,sr5781,sys1902,2016-11-26,5
5480,sr5782,sys648,2017-11-21,5
5481,sr5783,sys1463,2018-07-11,5
5482,sr5784,sys2058,2021-01-26,5
5483,sr5785,sys643,2019-02-07,5
5484,sr5786,sys1880,2021-07-26,5
5485,sr5787,sys1872,2017-07-12,5
5486,sr5788,sys1746,2017-04-27,5
5487,sr5789,sys1459,2017-09-28,5
5488,sr5790,sys1971,2021-12-05,5
5489,sr5791,sys649,2019-04-29,5
5490,sr5792,sys1679,2017-05-06,5
5491,sr5793,sys1729,2017-06-13,5
5492,sr5794,sys2134,2018-09-24,5
5493,sr5941,sys1600,2017-03-04,5
5494,sr5942,sys2684,2017-02-22,5
5495,sr5943,sys2068,2018-05-14,5
5496,sr6089,sys1522,2017-01-03,5
5497,sr6091,sys1964,2018-06-14,5
5498,sr6092,sys1931,2018-06-21,5
5499,sr6093,sys735,2020-02-07,5
5500,sr6094,sys1566,2017-01-09,5
5501,sr6095,sys1996,2021-03-16,5
5502,sr6096,sys716,2018-04-06,5
5503,sr6097,sys1859,2019-03-21,5
5504,sr6098,sys1444,2018-05-29,5
5505,sr6099,sys2084,2020-05-05,5
5506,sr6100,sys1966,2017-05-23,5
5507,sr6101,sys2054,2020-06-23,5
5508,sr6102,sys819,2019-02-07,5
5509,sr6103,sys1418,2017-11-07,5
5510,sr6104,sys1485,2011-11-28,5
5511,sr6105,sys1451,2020-02-14,5
5512,sr6106,sys1929,2017-03-21,5
5513,sr6107,sys2034,2021-08-06,5
5514,sr6108,sys2444,2018-09-05,5
5515,sr6109,sys1701,2020-09-04,5
5516,sr6110,sys1136,2015-12-14,5
5517,sr6111,sys2054,2019-04-04,5
5518,sr6112,sys1526,2018-06-25,5
5519,sr6113,sys605,2018-03-22,5
5520,sr6114,sys1471,2020-06-11,5
5521,sr6115,sys1693,2019-02-26,5
5522,sr6090,sys1841,2019-12-11,5
5523,sr6088,sys1022,2020-01-30,5
5524,sr6117,sys1837,2019-12-20,5
5525,sr6087,sys1583,2020-11-06,5
5526,sr6062,sys1023,2017-12-01,5
5527,sr6063,sys2075,2021-12-02,5
5528,sr6064,sys716,2019-10-09,5
5529,sr6065,sys2093,2019-08-19,5
5530,sr6066,sys1522,2017-06-16,5
5531,sr6067,sys1767,2021-02-18,5
5532,sr6068,sys2324,2016-09-09,5
5533,sr6069,sys2262,2018-01-23,5
5534,sr6070,sys1001,2020-07-30,5
5535,sr6071,sys1675,2017-09-02,5
5536,sr6072,sys909,2018-09-07,5
5537,sr6073,sys1967,2021-06-24,5
5538,sr6074,sys2036,2021-06-04,5
5539,sr6075,sys1784,2020-06-19,5
5540,sr6076,sys2207,2020-06-15,5
5541,sr6077,sys1727,2020-02-27,5
5542,sr6078,sys2408,2018-11-01,5
5543,sr6079,sys2269,2017-06-27,5
5544,sr6080,sys1573,2016-12-14,5
5545,sr6081,sys1910,2018-02-20,5
5546,sr6082,sys1033,2020-05-31,5
5547,sr6083,sys1623,2020-07-07,5
5548,sr6084,sys1871,2020-12-10,5
5549,sr6085,sys2124,2019-10-21,5
5550,sr6086,sys1100,2020-04-14,5
5551,sr6116,sys1768,2017-10-13,5
5552,sr6118,sys1393,2019-03-12,5
5553,sr6060,sys2231,2017-10-31,5
5554,sr6147,sys1519,2019-09-19,5
5555,sr6149,sys1561,2021-12-08,5
5556,sr6150,sys1841,2019-03-25,5
5557,sr6151,sys2232,2017-03-04,5
5558,sr6152,sys1891,2021-11-08,5
5559,sr6153,sys1693,2018-11-04,5
5560,sr6154,sys1646,2020-07-21,5
5561,sr6155,sys1754,2020-02-07,5
5562,sr6156,sys1100,2017-05-01,5
5563,sr6157,sys1902,2017-07-27,5
5564,sr6158,sys1628,2017-04-24,5
5565,sr6159,sys1837,2017-01-11,5
5566,sr6160,sys673,2017-08-30,5
5567,sr6161,sys968,2014-07-30,5
5568,sr6162,sys2002,2021-05-13,5
5569,sr6163,sys1001,2019-11-14,5
5570,sr6164,sys1927,2020-08-27,5
5571,sr6165,sys797,2020-11-03,5
5572,sr6166,sys1519,2017-08-05,5
5573,sr6167,sys1871,2018-08-29,5
5574,sr6168,sys2269,2018-03-16,5
5575,sr6169,sys2131,2020-09-17,5
5576,sr6170,sys1543,2019-04-24,5
5577,sr6171,sys1657,2019-03-15,5
5578,sr6172,sys2087,2018-08-03,5
5579,sr6173,sys1602,2021-03-29,5
5580,sr6148,sys1938,2021-09-15,5
5581,sr6146,sys1396,2016-12-29,5
5582,sr6119,sys1597,2018-11-04,5
5583,sr6145,sys1599,2021-01-02,5
5584,sr6120,sys1583,2019-11-20,5
5585,sr6121,sys1733,2017-01-08,5
5586,sr6122,sys1801,2021-09-16,5
5587,sr6123,sys807,2021-07-01,5
5588,sr6124,sys744,2018-11-19,5
5589,sr6125,sys2148,2019-03-13,5
5590,sr6126,sys1944,2018-11-15,5
5591,sr6127,sys1871,2019-06-03,5
5592,sr6128,sys1573,2016-12-13,5
5593,sr6129,sys1962,2017-07-04,5
5594,sr6130,sys1388,2019-03-18,5
5595,sr6131,sys1874,2017-01-30,5
5596,sr6132,sys1991,2018-05-24,5
5597,sr6133,sys706,2017-04-21,5
5598,sr6134,sys2010,2018-02-23,5
5599,sr6135,sys1121,2015-02-02,5
5600,sr6136,sys1724,2017-04-20,5
5601,sr6137,sys1384,2017-10-16,5
5602,sr6138,sys1993,2017-09-10,5
5603,sr6139,sys1375,2019-07-23,5
5604,sr6140,sys1625,2018-05-28,5
5605,sr6141,sys1311,2015-06-22,5
5606,sr6142,sys2034,2017-12-06,5
5607,sr6143,sys921,2018-07-23,5
5608,sr6144,sys1774,2017-07-20,5
5609,sr6061,sys2390,2018-08-10,5
5610,sr6059,sys1651,2020-12-09,5
5611,sr5944,sys1533,2019-02-10,5
5612,sr5973,sys1747,2021-07-13,5
5613,sr5975,sys968,2019-03-22,5
5614,sr5976,sys1614,2017-12-19,5
5615,sr5977,sys2282,2020-06-10,5
5616,sr5978,sys1663,2020-03-07,5
5617,sr5979,sys1919,2021-09-17,5
5618,sr5980,sys1581,2017-10-20,5
5619,sr5981,sys2378,2018-11-04,5
5620,sr5982,sys2411,2018-03-09,5
5621,sr5983,sys1285,2015-08-24,5
5622,sr5984,sys1050,2017-01-12,5
5623,sr5985,sys1837,2019-12-16,5
5624,sr5986,sys1838,2016-09-12,5
5625,sr5987,sys2075,2020-07-24,5
5626,sr5988,sys1991,2019-08-16,5
5627,sr5989,sys1125,2013-11-12,5
5628,sr5990,sys1868,2019-11-25,5
5629,sr5991,sys1623,2017-01-17,5
5630,sr5992,sys1121,2018-04-25,5
5631,sr5264,sys1565,2021-11-06,5
5632,sr5994,sys807,2019-05-02,5
5633,sr5995,sys1597,2021-06-28,5
5634,sr5996,sys1607,2017-11-16,5
5635,sr5997,sys1511,2020-12-06,5
5636,sr5998,sys1530,2017-10-19,5
5637,sr5999,sys1712,2018-09-02,5
5638,sr5974,sys1693,2017-02-15,5
5639,sr5972,sys1478,2020-08-16,5
5640,sr6001,sys1201,2017-01-27,5
5641,sr5971,sys1735,2018-11-25,5
5642,sr5946,sys1393,2016-08-12,5
5643,sr5947,sys2101,2020-12-02,5
5644,sr5948,sys1929,2020-11-27,5
5645,sr5949,sys1548,2017-12-28,5
5646,sr5950,sys2282,2019-06-03,5
5647,sr5951,sys1405,2020-05-13,5
5648,sr5952,sys1769,2019-02-10,5
5649,sr5953,sys1594,2020-05-18,5
5650,sr5954,sys1539,2019-08-16,5
5651,sr5955,sys797,2017-02-21,5
5652,sr5956,sys1797,2019-11-15,5
5653,sr5957,sys979,2020-11-18,5
5654,sr5958,sys891,2019-01-23,5
5655,sr5959,sys909,2019-11-26,5
5656,sr5960,sys2144,2021-03-03,5
5657,sr5961,sys1784,2019-11-22,5
5658,sr5962,sys648,2020-09-30,5
5659,sr5963,sys1522,2020-10-03,5
5660,sr5964,sys1071,2020-01-04,5
5661,sr5965,sys1909,2021-05-08,5
5662,sr5966,sys1341,2019-01-22,5
5663,sr5967,sys1583,2020-12-02,5
5664,sr5968,sys1572,2018-05-02,5
5665,sr5969,sys1685,2020-09-15,5
5666,sr5970,sys1967,2018-05-11,5
5667,sr6000,sys986,2020-03-02,5
5668,sr6002,sys1929,2019-02-19,5
5669,sr6058,sys2101,2019-05-29,5
5670,sr6031,sys1666,2018-06-11,5
5671,sr6033,sys649,2018-10-04,5
5672,sr6034,sys2436,2017-10-04,5
5673,sr6035,sys1883,2015-07-30,5
5674,sr6036,sys2244,2018-03-19,5
5675,sr6037,sys986,2021-01-25,5
5676,sr6038,sys2157,2020-12-02,5
5677,sr6039,sys1581,2020-11-30,5
5678,sr6040,sys2134,2017-12-11,5
5679,sr6041,sys547,2016-03-03,5
5680,sr6042,sys1243,2018-01-10,5
5681,sr6043,sys1578,2017-01-11,5
5682,sr6044,sys461,2019-08-23,5
5683,sr6045,sys1476,2019-08-27,5
5684,sr6046,sys1822,2018-01-15,5
5685,sr6047,sys1980,2019-02-15,5
5686,sr6048,sys1319,2020-07-30,5
5687,sr6049,sys1122,2014-02-13,5
5688,sr6050,sys1965,2017-08-03,5
5689,sr6051,sys709,2019-09-18,5
5690,sr6052,sys1699,2018-02-22,5
5691,sr6053,sys1773,2019-08-14,5
5692,sr6054,sys1648,2019-07-15,5
5693,sr6055,sys1557,2021-03-17,5
5694,sr6056,sys1996,2021-08-07,5
5695,sr6057,sys605,2020-10-04,5
5696,sr6032,sys1927,2018-07-19,5
5697,sr6030,sys2129,2018-09-24,5
5698,sr6003,sys1771,2019-11-07,5
5699,sr6029,sys735,2021-06-18,5
5700,sr6004,sys1644,2018-07-17,5
5701,sr6005,sys1829,2020-01-16,5
5702,sr6006,sys1437,2018-06-09,5
5703,sr6007,sys1539,2021-07-23,5
5704,sr6008,sys1812,2017-04-14,5
5705,sr6009,sys586,2017-11-29,5
5706,sr6010,sys1459,2020-02-25,5
5707,sr6011,sys2134,2017-04-12,5
5708,sr6012,sys2492,2020-07-01,5
5709,sr6013,sys2032,2019-05-12,5
5710,sr6014,sys875,2016-11-21,5
5711,sr6015,sys1721,2017-07-16,5
5712,sr6016,sys1948,2018-09-01,5
5713,sr6017,sys2071,2018-03-23,5
5714,sr6018,sys2251,2017-12-12,5
5715,sr6019,sys1530,2021-09-09,5
5716,sr6020,sys635,2020-08-14,5
5717,sr6021,sys2145,2017-03-30,5
5718,sr6022,sys1733,2020-10-21,5
5719,sr6023,sys891,2019-11-26,5
5720,sr6024,sys1880,2019-07-06,5
5721,sr6025,sys2339,2020-09-11,5
5722,sr6026,sys1722,2018-06-04,5
5723,sr6027,sys923,2016-08-06,5
5724,sr6028,sys2332,2019-11-12,5
5725,sr5711,sys618,2020-03-26,5
5726,sr5993,sys923,2017-12-26,5
5727,sr5709,sys1319,2018-07-16,5
5728,sr5422,sys1527,2021-01-22,5
5729,sr5410,sys1589,2020-09-04,5
5730,sr5411,sys1856,2015-09-02,5
5731,sr5412,sys1964,2019-09-30,5
5732,sr5413,sys2069,2021-05-07,5
5733,sr5414,sys1511,2019-01-28,5
5734,sr5415,sys1776,2021-06-17,5
5735,sr5416,sys1384,2019-09-23,5
5736,sr5417,sys1351,2020-08-04,5
5737,sr5418,sys2271,2021-11-06,5
5738,sr5419,sys1983,2017-03-23,5
5739,sr5420,sys935,2019-11-02,5
5740,sr5421,sys453,2017-04-04,5
5741,sr5423,sys858,2020-02-12,5
5742,sr5379,sys1002,2020-12-28,5
5743,sr5424,sys2424,2017-01-16,5
5744,sr5425,sys716,2019-04-16,5
5745,sr5426,sys2037,2017-04-24,5
5746,sr5427,sys1116,2017-11-17,5
5747,sr5428,sys2058,2019-11-25,5
5748,sr5429,sys1894,2015-10-29,5
5749,sr5430,sys1699,2021-01-07,5
5750,sr5431,sys2107,2017-08-23,5
5751,sr5432,sys2065,2021-06-21,5
5752,sr5433,sys1100,2016-06-29,5
5753,sr5434,sys1677,2018-11-27,5
5754,sr5435,sys1699,2021-03-30,5
5755,sr5409,sys1517,2021-04-13,5
5756,sr5408,sys1022,2020-11-02,5
5757,sr5407,sys1919,2016-06-09,5
5758,sr5406,sys1357,2019-10-18,5
5759,sr5381,sys1615,2020-09-21,5
5760,sr5382,sys2037,2020-05-06,5
5761,sr5383,sys2413,2017-07-27,5
5762,sr5384,sys2052,2021-06-30,5
5763,sr5385,sys619,2016-05-02,5
5764,sr5386,sys1421,2020-12-03,5
5765,sr5387,sys1768,2019-05-20,5
5766,sr5388,sys1746,2019-01-14,5
5767,sr5389,sys2487,2016-12-14,5
5768,sr5390,sys1644,2018-07-05,5
5769,sr5391,sys1857,2019-12-16,5
5770,sr5392,sys1639,2019-04-18,5
5771,sr5393,sys744,2018-07-03,5
5772,sr5394,sys2133,2020-07-05,5
5773,sr5395,sys1136,2020-01-12,5
5774,sr5396,sys1527,2021-07-19,5
5775,sr5397,sys1524,2018-12-28,5
5776,sr5398,sys1023,2017-07-12,5
5777,sr5399,sys875,2020-02-12,5
5778,sr5400,sys921,2017-03-07,5
5779,sr5401,sys1767,2021-06-14,5
5780,sr5402,sys850,2017-02-22,5
5781,sr5403,sys1746,2017-07-03,5
5782,sr5404,sys1766,2019-11-11,5
5783,sr5405,sys1769,2018-11-30,5
5784,sr5436,sys2216,2018-03-26,5
5785,sr5437,sys1864,2017-06-02,5
5786,sr5438,sys1442,2019-05-08,5
5787,sr5467,sys1837,2018-04-05,5
5788,sr5469,sys2107,2017-01-29,5
5789,sr5470,sys1396,2020-05-10,5
5790,sr5471,sys1863,2018-03-07,5
5791,sr5472,sys1456,2020-01-10,5
5792,sr5473,sys1585,2019-03-01,5
5793,sr5474,sys1494,2017-10-27,5
5794,sr5475,sys1795,2020-12-02,5
5795,sr5476,sys1767,2019-01-29,5
5796,sr5477,sys2427,2017-09-29,5
5797,sr5478,sys1719,2018-08-14,5
5798,sr5479,sys1575,2019-12-24,5
5799,sr5480,sys1546,2016-11-21,5
5800,sr5481,sys1763,2019-09-17,5
5801,sr5482,sys1535,2020-04-27,5
5802,sr5483,sys1529,2019-10-06,5
5803,sr5484,sys2001,2017-09-19,5
5804,sr5485,sys1624,2017-03-24,5
5805,sr5486,sys1660,2020-09-11,5
5806,sr5487,sys1820,2021-09-08,5
5807,sr5488,sys1148,2020-02-11,5
5808,sr5489,sys1695,2020-10-11,5
5809,sr5490,sys1695,2018-09-21,5
5810,sr5491,sys2444,2018-03-21,5
5811,sr5492,sys2209,2018-12-11,5
5812,sr5493,sys649,2019-01-17,5
5813,sr5468,sys1485,2013-06-17,5
5814,sr5466,sys1612,2021-02-02,5
5815,sr5439,sys735,2016-08-17,5
5816,sr5465,sys771,2019-01-25,5
5817,sr5440,sys854,2018-04-30,5
5818,sr5441,sys1121,2016-04-21,5
5819,sr5442,sys1559,2019-06-25,5
5820,sr5443,sys2358,2019-09-13,5
5821,sr5444,sys935,2019-10-25,5
5822,sr5445,sys1868,2020-01-08,5
5823,sr5446,sys1001,2018-03-22,5
5824,sr5447,sys1388,2018-02-14,5
5825,sr5448,sys1822,2018-01-22,5
5826,sr5449,sys1446,2021-03-24,5
5827,sr5450,sys1650,2019-01-07,5
5828,sr5451,sys1664,2020-07-23,5
5829,sr5452,sys912,2021-04-16,5
